,Unnamed: 0,Ticker,Open Price,Date,Volume,Ticker2,Open Price2,Date2,Volume2
1595,2047,AXL,14.4,2011-02-09,50565600.0,AXL,12.45,2012-02-09,37391085.0
1596,2048,AXL,12.45,2012-02-09,37391085.0,AXL,11.82,2013-02-08,60531402.0
1597,2049,AXL,11.82,2013-02-08,60531402.0,AXL,19.4,2014-02-10,35890000.0
1598,2050,AXL,18.4,2014-02-07,55783279.99999999,AXL,24.53,2015-02-09,35754928.0
1599,2051,AXL,25.73,2015-02-23,76888959.0,AXL,14.76,2016-02-23,19516926.6
1600,2052,AXL,13.57,2016-02-12,64373922.370000005,AXL,20.39,2017-02-13,42846037.14
1601,2053,AXL,20.23,2017-03-06,21686964.6,AXL,14.66,2018-03-06,21826907.5
1602,2054,AXL,16.79,2018-02-16,91090316.88,AXL,16.61,2019-02-19,61112874.02
1603,2055,AXL,15.64,2019-02-15,104957052.76,AXL,8.75,2020-02-18,29261557.5
1604,2057,AXN,1.82,2015-10-13,13252746.78,AXN,0.52,2016-10-12,27935.44
1605,2058,AXN,0.56,2016-10-05,39132.8,AXN,0.14,2017-10-05,40583.9
1606,2059,AXON,4.1,2011-03-14,1752372.7999999998,AXON,4.09,2012-03-13,1221732.0799999998
1607,2060,AXON,7.86,2012-11-15,5164428.720000001,AXON,17.26,2013-11-15,19301564.58
1608,2061,AXON,8.05,2013-03-08,4699115.050000001,AXON,18.91,2014-03-10,22566116.13
1609,2062,AXON,18.91,2014-03-10,22566116.13,AXON,21.65,2015-03-10,28820111.95
1610,2063,AXON,22.47,2015-03-12,72854952.86999999,AXON,19.46,2016-03-11,15805314.7
1611,2064,AXON,19.4,2016-03-07,41045744.0,AXON,22.42,2017-03-07,28901465.06
1612,2065,AXON,22.8,2017-03-06,35440434.0,AXON,37.5,2018-03-06,57817050.0
1613,2066,AXON,34.9,2018-03-01,215833815.0,AXON,54.29,2019-03-01,53854811.36
1614,2067,AXON,55.46,2019-02-27,147901559.9,AXON,77.9,2020-02-27,80936697.80000001
1615,2069,AXTA,24.97,2015-02-04,23194158.57,AXTA,23.39,2016-02-04,81819272.55
1616,2070,AXTA,25.98,2016-02-29,42542327.94,AXTA,29.17,2017-02-28,49491309.67
1617,2071,AXTA,29.17,2017-02-28,49491309.67,AXTA,31.57,2018-02-28,35694967.77
1618,2072,AXTA,31.37,2018-02-22,49906721.22,AXTA,27.15,2019-02-22,37022771.7
1619,2073,AXTA,27.0,2019-02-26,67165335.0,AXTA,26.92,2020-02-26,74781256.44
1620,2075,AXTI,6.03,2011-03-16,7736490.0,AXTI,5.8,2012-03-15,2341460.0
1621,2076,AXTI,5.8,2012-03-15,2341460.0,AXTI,3.0,2013-03-15,555300.0
1622,2077,AXTI,3.0,2013-03-15,555300.0,AXTI,2.27,2014-03-17,69916.0
1623,2078,AXTI,2.29,2014-03-14,27480.0,AXTI,2.66,2015-03-16,100814.0
1624,2079,AXTI,2.68,2015-03-13,189208.0,AXTI,2.66,2016-03-14,34377.840000000004
1625,2080,AXTI,2.68,2016-03-11,35223.240000000005,AXTI,6.75,2017-03-13,2363215.5
1626,2081,AXTI,7.65,2017-02-27,8424967.950000001,AXTI,7.45,2018-02-27,3852529.1
1627,2082,AXTI,8.05,2018-03-09,2592027.5500000003,AXTI,4.22,2019-03-11,920702.72
1628,2083,AXTI,4.22,2019-03-11,920702.72,AXTI,3.13,2020-03-10,566401.6699999999
1629,2085,AYI,49.8,2010-10-29,14168100.0,AYI,47.52,2011-10-31,11946528.0
1630,2086,AYI,49.48,2011-10-28,17758372.0,AYI,64.53,2012-10-31,11525058.0
1631,2087,AYI,64.44,2012-10-26,18075420.0,AYI,103.09,2013-10-28,20349966.0
1632,2088,AYI,102.73,2013-10-29,17854474.0,AYI,138.65,2014-10-29,43454851.1
1633,2089,AYI,138.65,2014-10-29,43454851.1,AYI,212.39,2015-10-29,65755731.61
1634,2090,AYI,207.18,2015-10-27,89966879.10000001,AYI,233.32,2016-10-26,88791092.6
1635,2091,AYI,231.43,2016-10-27,131284221.82,AYI,159.1,2017-10-27,88757912.5
1636,2092,AYI,157.18,2017-10-26,146408926.14000002,AYI,117.3,2018-10-26,48370531.8
1637,2093,AYI,117.56,2018-10-25,38048176.44,AYI,124.79,2019-10-25,23560227.21
1638,2096,AYX,38.54,2018-03-08,12125146.48,AYX,70.0,2019-03-08,80242960.0
1639,2097,AYX,78.14,2019-03-01,148252677.8,AYX,142.61,2020-03-02,307362912.09000003
1640,2099,AZO,147.59,2009-09-16,91800980.0,AZO,218.82,2010-09-16,84902160.0
1641,2100,AZO,234.9,2010-10-25,88862670.0,AZO,330.09,2011-10-25,110118024.0
1642,2101,AZO,328.0,2011-10-24,148551200.0,AZO,358.31,2012-10-23,222403017.0
1643,2102,AZO,360.92,2012-10-22,291876004.0,AZO,436.01,2013-10-22,81969880.0
